true_sentiment,ticker,paraphrased_array
Negative,EURUSD,..dsd adds to recent losses and breaches 10800 ahead of data.
Negative,EURUSD,. eurusd decline could extend to u5. u..
Neutral,GBPUSD,. gbpusd now faces some consolidation in the short term. u..
Negative,GBPUSD,. uk public inflation expectations for 12 months will fall to 54 in march 2017 citiyougov..
Negative,AUDUSD,. forex today oil jumps on oil output cut us dollar benefits from cautious..
Neutral,AUDUSD,. aucid further range is likely near terma u..
Neutral,USDJPY,..j. a visit to 13400 remains on the cards. u..
Neutral,GBPUSD,. eurgbp may keep hovering around 08800 this week...
Positive,AUDUSD,. autard aussie to benefit if the rba emphasizes the possibility of further hikes. bankmerz..
Neutral,GBPUSD,. boe's pill well capitalized banks help combat..
Positive,EURUSD,. eustrad bulls would probably welcome the pair ending the week around 1085050500...
Positive,AUDUSD,. rba to hike ocr by 25 bps on tuesday amid high inflation. goldman ;.
Negative,USDJPY,. there is still time to prepare for jpy jumps. commerz..
Positive,GBPUSD,. gbpusd moves quickly from oneweek low rallies to closer to mid1230..
Neutral,EURUSD,.. dollar. steady as fears over energy inflation..
Negative,USDJPY,..jc local factors should support the decision later in the year. hs..
Positive,EURUSD,. eurusd new cycle highs above 10930 needed to give a bit more lift. scotia..
Positive,GBPUSD,. gbpusd ongoing pressure for a retest of key resistance at s050. scotia..
Positive,AUDUSD,. audsd jumps to nearly onemonth top above 200day sma ahead of us ism pm..
Neutral,EURUSD,.. is the us ism manufacturing pmi and how would it affect eurus?.
Neutral,AUDUSD,..a preview two scenarios and their implications for audsd and td..
Neutral,EURUSD,. eurusd price analysis a solid resistance emerges around c..
Negative,USDJPY,. usdjpy price analysis falls near daily low just below 13300 amid modest usd..
Neutral,USDJPY,..jpy fluctuates as traders react to oil cut news : key support and resistance levels.
Negative,USDJPY,. usdjpy. yen momentum is set to fade. muf..
Positive,AUDUSD,..a preview forecasts from nine major banks another 25 bp rate hike but risk is for a pause.
Positive,EURUSD,..rusd extends higher after stronger ism data. dollar moves higher..
Positive,EURUSD,. eurusd hits new highs above 10900 after us ism manufacturing pm..
Positive,GBPUSD,. gbpusd bulls step in on us dollar..
Negative,USDJPY,..jpy price analysis retraces after failed to crack the 200dm..
Positive,AUDUSD,. audusd extends to a new session high. what next?.
Positive,GBPUSD,. gbpusd ticks to new high as clock tics to the close.
Neutral,AUDUSD,. forex today markets remain upbeat despite opec surprise output on rba..
Neutral,AUDUSD,. audusd bulls move in for the kill but bears are lurking ahead of rb..
Positive,EURUSD,. eurusd reclaims 10900 after a vshape recovery inspired by weak us manufacturing pm..
Positive,GBPUSD,. gbbsd bulls cheer us dollar weakness. hawks to retreat above 124..
Negative,AUDUSD,. audsd aptly represents pre - anxiety at fiveweek top below 0680..
Neutral,USDJPY,. the pm kishida necessary to speed up private investment through green development..
Negative,USDJPY,. usdjpy can approach 13200 as yields drop on softer us pmi downbeat fed..
Positive,EURUSD,. eurusd price analysis bulls eye 10930 key upside!.
Positive,GBPUSD,. gbpusd bulls eye a higher high ahead of us services.
Positive,AUDUSD,". audisd price analysis further, hinges on 06820 breakout and rb.."
Negative,EURUSD,. eurusd bulls could be throwing in the towel at key..
Neutral,USDJPY,"..jpy price analysis bounces off 13230 support, but upside remains.."
Positive,GBPUSD,. gbpusd price analysis rebounds from 12400 as hawkish fed bets recede.
Neutral,EURUSD,. eurusd retreats towards 10850 as us dollar return yields us factory orders eurozone ppi..
Neutral,AUDUSD,.. rba steers rates on a steady course at 360 in april as..
Positive,AUDUSD,..a board expects that some further tightening of monetary policy may well be needed.
Negative,AUDUSD,. audusd drops below 06770 as rba keeps policy..
Negative,GBPUSD,. gbpusd faces a strong resistance at g50 mhz u..
Negative,AUDUSD,. aucid extends post price loss to 06750 on firmer usd us factory orders lowe's.!.
Positive,GBPUSD,..psd price analysis bulls need to cross 12430 and 12450 to keep the..
Neutral,USDJPY,. usdj reported dwindling bets for a test of r20. u..
Negative,GBPUSD,. gbwud to struggle to break through as boes huw whoseing could weigh on sterling...
Neutral,AUDUSD,. rba pauses but negative effect on aud to be limited as further rate hikes are on the cards of bankmerz..
Positive,EURUSD,. eurusd prints 2mont - highs near 1090 ahead of data ec..
Neutral,EURUSD,. eurusd technical analysis.
Positive,GBPUSD,the.pad technical analysis - usd facing.backs.
Neutral,EURUSD,..b survey consumer inflation expectations for next 12 months fall to 46 in february.
Positive,EURUSD,. a higher eurusd certainly is the direction of travel for the rest of the year...
Positive,USDJPY,..jpi retakes 13300 ahead of us data.
Neutral,AUDUSD,. thedusd technical analysis.
Negative,GBPUSD,. boe's tenyoro boe might need to cut rates sooner than..
Negative,AUDUSD,. audd decline could extend on failure to overcome x860. soc..
Neutral,EURUSD,. germany forecast to face recession. ;.
Positive,EURUSD,. eurusd decisive break above 10930 could usher in greater momentum toward 11030. ocb..
Positive,GBPUSD,. sterling seasonals turn bullish in april. soc..
Neutral,AUDUSD,the..c governor yi will strengthen yuan financial stability to boost employment and economic growth.
Positive,EURUSD,. us dollar stays under pressure following monday's slide.
Positive,AUDUSD,. aud is set for a race higher through the rest of 2023 but risk aversion periods will slow the advance of muf..
Neutral,EURUSD,. eurusd move beyond 10930 essential for further up move to soc..
Positive,GBPUSD,. gbpusd sustained break above 12445 implies a potential of 13045 scotia bank.
Neutral,EURUSD,. eurusd should make progress toward a retest of the early 2023 peak at h0. scotia..
Positive,EURUSD,. eurusd price analysis next up barrier of note comes at the 2023 high.
Positive,EURUSD,. eurusd open to a push towards 11250 as ecb sticks to its guns. credit sui..
Neutral,GBPUSD,. boes pill there is a lot of policy in the pipeline still to come through.
Positive,GBPUSD,) gbpusd hits a new ytd high above 12500 on positive sentiment strong us jobs data.
Negative,USDJPY,. usdjpy stays below the 200 hour moving average on the mild intra day..
Negative,USDJPY,..jpy drops to six day lows near 13150 as us yields..
Positive,EURUSD,. eucc $ rises above p00 on growing speculation for a fed..
Neutral,AUDUSD,. audud bears in the market but china could be its..
Negative,USDJPY,. forex today dollar under pressure gold jumps and us yields..
Negative,EURCHF,".. bank expect the swiss franc to remain sound up stable, should keep eurchf around par.."
Neutral,AUDUSD,. audud prods pullback from five mile high near 06750 afa's lowe us data..
Neutral,EURUSD,. eurusd turns sideways around 10950 as investors await us employment for fresh..
Neutral,GBPUSD,. gbpusd price analysis bulls have limited room towards the north 12550 in..
Negative,USDJPY,..jpy price analysis inches closer to 13070 support during three day downtre..
Positive,EURUSD,..rusd price analysis bulls stay in control and eye 11050s.
Positive,GBPUSD,..mud bulls stay the course and take on 125..
Positive,AUDUSD,. audisd eyes to reclaim x800 despite mixed aussie seis focus on rba's lowe and..
Negative,USDJPY,..jpi tests down to the 13150s as us dollar stays..
Neutral,AUDUSD,..a's lowe decision to hold rates steady does not imply interest rate rises are..
Positive,AUDUSD,. audud marches towards 06800 as rba's lowe tries to get out us data..
Neutral,EURUSD,..rusd cls to modest gains at twomont - high below 11000 us pm. ad : employment data..
Neutral,AUDUSD,..a's lowe balance of risks lean toward further rate..
Neutral,EURCHF,"the forexlive asia - pacific fx news wrap : rbnz raises cash rate more than expected, nzd higher."
Neutral,GBPUSD,..vd treads water at multiday top near 100000 ahead of us pmi employment..
Positive,USDJPY,..jpi tracks correct - bounce in yields to approach 13200 ahead of key us..
Positive,EURUSD,. german factory orders jumped 48 units in february vs 03..
Negative,AUDUSD,. aubiad price analysis reverses rba's lowe index gains near 06730 within bullish..
Neutral,EURUSD,. eurusd continues oscillation around 1090 as investors turn up ahead of us..
Neutral,EURUSD,. eurusd could break up at any time but could struggle to rally much further...
Neutral,GBPUSD,. gbzd highlightss its recent gains to themonth top holder in a range of rs..
Positive,EURUSD,. eurusd keeps the bid bias unchanged at 109..
Neutral,EURUSD,..b's hohsmann central bank is aware of qt risks and mn..
Negative,USDJPY,..jpy is near one year low is offered at mid13100s ahead of us data.
Neutral,USDJPY,..jpy technical analysis.
Positive,GBPUSD,. gbpusd no reasons to dislike cable in the very near term as long as the dollar momentum remains soft -..
Positive,GBPUSD,. postbrexit checks on goods from eu into uk to be reduced. sky..
Positive,USDJPY,. usdjpy jumps in the yen are likely by commerz..
Positive,GBPUSD,. gbpusd to inch higher toward 12610 and perhaps even 12750. soc..
Neutral,EURUSD,. ecps vujcic the largest part of the ratehi. cycle is behind..
Neutral,EURCHF,. euvf to trade around parity for an extended period usdchf to drop below 10 % barclay..
Positive,EURUSD,. downside changes in ism services could deal another significant blow to the usda td..
Positive,GBPUSD,. gbpusd is still capable of extending toward 1275000. scotia..
Positive,EURUSD,"..disd surges to multi - month high, breaking key long - term technical.."
Neutral,EURUSD,.. is the us ad who employment report and how could it affect eurus?.
Positive,EURUSD,. eurusd gains should resume on a break above 1096570 intraday. scotia bank.
Negative,USDJPY,. usdjp could extend to to 125 % credit sui..
Positive,EURUSD,. eurusd price analysis scope for further upside near term.
Neutral,AUDUSD,. idisd pares intraday losses - steady around 06700 mark postadp report.
Negative,USDJPY,..jpy hits new. lows under 13100 after weaker than expected adp..
Positive,EURUSD,. eurusd could very soon rise back toward the middle of the 110001150 range. mu f..
Positive,GBPUSD,. gbpusd can rise towards 12650 over the quarter. credit sui..
Neutral,USDJPY,". what technical levels are driving the eurusd, usdjpy and gbpusd today?."
Negative,EURUSD,..rusd is cautious and retreats from recent peaks back to c..
Negative,EURCHF,". chf still is a safe haven and inn, but this factor will be less supportive in the coming years. hs.."
Neutral,AUDUSD,.. : audd takes off lows but retracee gains on..
Neutral,EURUSD,..rusd retreats to 10900 despite rthanexpeted us data.
Negative,GBPUSD,. gbfrd. at 12500 retraces as us recession fears...
Positive,AUDUSD,. audd bulls come up for air but us dollar shorts get paredo..
Neutral,USDJPY,. forex today dollar rebounds despite us data on gains amid lower yields.
Positive,EURUSD,. eurusd rebounds from c00 as tight us labor market cools down..
Negative,GBPUSD,. gbpusd pullback fades around 12450 as us dollar demand gains support from employment..
Neutral,AUDUSD,. audsd regains 06700 in a correct - round ahead of australia trade. china pmi.
Negative,USDJPY,..j. bears pounce in the open and take out 131..
Negative,EURUSD,. eurusd price analysis bears eye a break of daily..
Neutral,GBPUSD,. gbpusd price analysis pullback remains elusive beyond 1240..
Negative,AUDUSD,. audusd price analysis bears eye break below 0665..
Neutral,AUDUSD,. aussie trade balance leaves audard side..
Positive,USDJPY,..jpy price analysis defends 13100 as geopolitical tensions in usnorth korea escalate.
Positive,AUDUSD,. china caixin services pmi services supportive of audsd and onterm outlook.
Neutral,AUDUSD,. audsd struggles to cheer with china pmi near 0600 amid mixed aussie trade data recession woes.
Positive,AUDUSD,"..a's fsr australian banks are well capital, profitable and highly.."
Negative,EURUSD,) eurust includes dovish shift in fed bets to approach 10860 support amid recession woes.
Negative,GBPUSD,. gbmasd declines towards 12400 as geopolitical tensions dampen market mood us nfp..
Neutral,USDJPY,..jpy pares weekly loss above 13100 on downbeat yields as recession fears propel us..
Negative,EURUSD,. eurusd price analysis hsc favors euro bears around 108..
Positive,EURUSD,. german industrial production rises 20 mom in february vs 01..
Negative,AUDUSD,. audss skis below 06700 amid sinous tensions over taiwan us nfp hogs limelight.
Neutral,GBPUSD,..xd struggles for a firm intraday direction flatlines above mid -400..
Neutral,EURUSD,. eurusd looks vacillating around 109..
Negative,EURUSD,. eurusd recent euro strength might be unsustainable. bankmerz..
Neutral,GBPUSD,..e dmp survey oneyear cpi inflation expectations fall..
Neutral,USDJPY,. japan's pm kishida not seeking imminent change in monetary policy.
